label,length,mean_stft,var_stft,tempo,rms_mean,rms_var,centroid_mean,centroid_var,bandwidth_mean,bandwidth_var,rolloff_mean,rolloff_var,crossing_mean,crossing_var,harmonic_mean,harmonic_var,contrast_mean,contrast_var,key,key_name,scale,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
Calm,90.0053514739229,0.2846246,0.08771866,117.453835227273,0.0830228499696633,0.00110849521617788,2182.20341641375,553167.275029628,2596.07439013804,212109.022715498,5224.27888151478,3811868.57902422,0.0873224958489167,0.00255049300882108,0.0000023288446,0.014553846,24.7122722112124,80.4882500429281,2,D,Major,-134.85097,2881.2458,100.40018,661.7421,15.216259,231.94077,29.205732,227.03307,6.6731744,107.346886,15.602026,228.77715,-3.0221977,146.61357,11.308182,125.589294,-11.291476,71.59218,10.09198,95.45688,-16.024393,88.858406,8.428976,77.48654,-15.656075,74.4646,7.275357,87.48489,-13.9169445,104.586235,7.3243947,131.2899,-6.2909636,103.229,9.593134,95.22061,-3.7029219,115.33296,7.728601,110.84138
Calm,90.0053514739229,0.2822684,0.09515859,99.3840144230769,0.0527427692939074,0.000547162363800175,2500.75211057904,832757.975585896,2464.68693614609,201507.185558782,5213.08739214236,3045730.7741433,0.112569293872517,0.00322090342999853,-0.00008806779,0.0059597907,24.2028202740731,79.329536713801,7,G,minor,-172.41533,3574.4358,84.33399,762.17334,4.973046,484.91284,26.646105,387.4167,-20.716187,190.04543,9.005008,316.12766,1.7704743,237.32399,8.208745,194.80267,-18.692932,106.30507,8.166253,138.82042,-18.330574,115.516815,7.4144387,104.01169,-15.512366,91.571724,-0.081017315,112.40994,-14.283297,82.85011,-0.36317804,92.62597,-7.997275,105.795044,3.998075,104.91931,-8.40139,118.43034,0.6035286,104.4
Calm,90.0053514739229,0.29890057,0.09421909,161.4990234375,0.120528593114611,0.00316384603507123,1337.20602775079,146115.293435743,1890.3092964767,69790.5296801749,2790.58537831281,1496567.35051079,0.0517113395102528,0.000637959159758337,-0.0028015103,0.033870544,24.7661801620718,96.322732674877,6,F#,Major,-149.52455,1732.4674,140.99403,296.33472,25.48399,446.01102,25.472155,332.92426,-19.660915,280.7023,14.629278,158.20349,-7.498242,331.89005,3.1681466,152.68658,-23.40461,166.85846,10.549013,229.53636,-16.410313,115.83681,-0.51217145,128.20303,-2.7101462,133.67091,-8.579414,134.24052,-2.3866484,118.8745,-3.4527411,144.74524,-1.8590982,148.99512,0.7726909,125.50243,-11.583461,123.05548,2.8672912,92.826096
Calm,90.0053514739229,0.24353677,0.090074375,89.1029094827586,0.0815207942648072,0.00117667684386342,1800.95536263963,345166.62943199,2140.27424395762,207363.910377587,4012.43219855276,2347678.0651517,0.0663138077927521,0.000963201776061005,0.0002527195,0.016201539,24.7244766323921,63.7639386949789,2,D,Major,-163.85144,2951.4966,104.04636,707.9425,1.5640864,848.1042,31.64112,341.35397,-6.087644,153.72481,15.474408,181.76012,-3.0596123,163.7619,4.552657,192.65941,-8.241274,127.691475,1.2165791,127.96181,-13.03258,110.93373,7.9331226,104.454445,-3.592376,178.50539,4.1601157,137.32066,-6.1369452,159.54323,5.807527,166.62042,-4.5531154,166.38847,6.1003804,186.36427,-1.2664033,166.33673,1.6004833,216.76808
Calm,90.0053514739229,0.28693596,0.08579918,103.359375,0.134240769449235,0.000996627670696742,2052.97925172364,587359.568474631,2220.12031941235,248699.792113123,4442.99628745043,3012924.56829406,0.0933234308502064,0.00228405946246694,-0.000016055901,0.040431593,24.7414701132294,69.5193404324515,0,C,Major,-71.462616,2055.0957,102.88788,1137.3861,-5.823562,377.00305,33.464397,185.95374,-10.127052,281.48813,8.068577,185.9694,-12.489967,133.494,14.190466,110.09445,-14.094665,107.055115,5.1313896,118.53694,-12.395272,76.98027,6.005658,85.042465,-9.469645,71.29215,5.773394,52.261154,-10.734218,68.90229,4.1637406,56.27323,-10.446355,63.155083,-0.4201736,71.518585,-10.26495,71.55037,4.54884,78.830986
Calm,90.0053514739229,0.3486632,0.087837085,172.265625,0.151448659824663,0.00221627417573294,1597.36791158921,540256.525800069,2132.99968611757,282047.054319883,3634.5958537529,3624852.78232379,0.0532907914463503,0.00132565941787134,0.00054803205,0.050228335,23.8384950504331,71.6459767906786,0,C,Major,-111.42251,4077.8735,117.25753,1459.8215,19.420803,580.0351,39.42138,300.24167,1.122231,212.38928,22.59863,120.543335,-6.2043934,150.45369,16.795408,108.14032,-10.509973,124.43375,3.0725045,100.73915,-5.251177,101.30946,8.584965,91.51822,-5.084878,93.88373,7.168013,75.91394,-3.530783,75.51606,8.266326,70.47293,-4.733838,67.60092,5.91397,61.662796,-4.8390656,76.7023,5.7800407,86.47509
Calm,90.0053514739229,0.32639256,0.089831054,112.34714673913,0.123093961589377,0.00119750873839135,1800.61576175976,290767.364924298,2101.32389387197,258996.567754352,3854.91545694158,2587678.28615763,0.0796321606187129,0.00119025213930438,-0.000019487741,0.031062244,22.9886403872679,75.2288594344883,10,A#,Major,-86.47501,1981.7671,118.53431,927.09894,-13.61954,506.1229,30.10569,430.8418,4.0378485,209.87613,16.455008,152.1188,-3.602476,123.56517,14.663362,82.22206,-11.112283,73.197014,13.008739,76.811516,-10.043197,95.91503,7.6181493,89.73512,-14.160706,59.027283,3.0431683,81.79562,-8.890669,61.321793,3.7842438,44.110313,-5.593838,65.15074,3.9473774,43.37995,-10.217027,55.126896,0.21605882,67.14014
Calm,90.0053514739229,0.29719025,0.0945955,99.3840144230769,0.0740928040354571,0.00210845201897419,1390.31094923005,321618.791202783,2044.26156460055,210526.862494501,3026.48975528759,2499296.81301538,0.0411467317271731,0.00100109566015364,0.00000029535934,0.017061526,26.2862189585314,72.6212045340686,7,G,Major,-220.65785,4705.159,109.30356,579.3323,14.318728,235.29839,34.84036,135.11646,21.440496,111.56784,15.388148,103.42571,-1.359142,110.97896,16.811575,99.20651,-8.880992,212.48907,7.661358,153.96,-11.879461,84.660576,1.8481463,59.511955,-4.81808,78.09957,-2.1034677,84.08423,-8.225569,73.5872,-1.5793577,85.90972,-10.340015,70.025055,3.8296778,54.763893,-2.9772844,78.06136,-6.027119,64.57635
Calm,90.0053514739229,0.30171788,0.09132478,112.34714673913,0.110416011971149,0.00162356941579567,1880.91635695736,333596.866045471,2167.81536686001,183961.315451272,4214.53438976053,1964329.15595523,0.0772309302053779,0.000973588346050442,-0.00000008950406,0.023878794,24.1978368012082,81.7086391307305,7,G,Major,-109.12739,3393.5671,106.00876,767.6766,-3.1591232,341.0185,47.96327,222.63005,-1.9229115,120.04,18.66968,158.28372,-7.5835366,104.64276,13.3544035,141.23378,-15.500038,107.43505,9.40041,154.82883,-14.219803,110.80404,4.7821937,69.383354,-11.607474,102.42167,0.30868462,74.17906,-10.161749,47.269382,-0.2030573,55.06668,-13.742031,60.006744,-0.6997229,85.97894,-9.886607,53.160202,3.3296144,123.306114
Calm,90.0053514739229,0.27497903,0.09116376,89.1029094827586,0.0530175075778893,0.000558668138319097,1978.94077607559,444062.221092708,2312.06017527785,187447.275593512,4466.08185845612,2448390.18102025,0.0766334563209311,0.00140911852096027,-0.0000004489382,0.006499199,25.8944987498019,68.9805326821065,5,F,Major,-187.4892,3497.2065,101.51378,480.61478,8.478809,315.43546,31.9182,264.4733,-7.8284607,120.84473,12.224291,118.946236,-5.2265615,145.05775,7.9954286,166.67981,-8.76659,145.15685,10.166302,113.19538,-16.596294,146.67853,0.099460036,84.58068,-16.525707,96.89262,5.1292973,80.82097,-4.5242796,93.43182,6.64182,98.48933,-6.7286158,128.16983,6.2293153,91.59131,-7.0270224,110.466545,3.9238544,108.14438
Calm,90.0053514739229,0.38603202,0.09217756,86.1328125,0.0704153056315766,0.000884070172609648,1926.40079585675,484740.573276371,2265.83579719421,152148.184861158,4365.36400819335,2166949.31848488,0.0694013019489941,0.00180536793121043,-0.0000019552629,0.010202518,23.399109049325,83.3402240592631,7,G,Major,-164.78073,4925.9487,93.19373,658.5949,3.9931386,554.54565,52.9052,207.00845,2.653751,170.0954,30.384398,128.43947,-0.70346886,83.92339,12.582848,81.631355,-9.776353,97.33547,10.91816,66.03732,-8.0637245,75.286156,7.7713547,68.62539,-8.650753,59.91665,1.9989231,53.46371,-11.828551,58.068657,-0.1351551,41.501144,-10.484728,44.78437,1.3221573,57.66073,-8.965516,55.74976,-0.7750347,56.316677
Calm,90.0053514739229,0.28154933,0.095670246,112.34714673913,0.0911419924386614,0.00228214255354028,1023.2861384133,98202.1015864147,1438.09252543265,120210.961540031,1949.90735628385,652455.102166315,0.0385949993551715,0.000308473913812742,0.000002750974,0.024904076,24.3180000284298,54.6844267164726,9,A,Major,-193.87526,2123.9238,155.15366,378.03894,-5.9709263,247.27914,25.750814,216.72133,5.0762224,174.42336,7.749116,125.17931,0.15263774,95.7843,0.056275107,88.87784,-6.6553454,97.51158,4.418649,78.11285,-1.4506997,81.32581,2.7099347,74.242325,-4.195593,82.39338,4.1650767,65.122246,-2.987,57.361355,-1.2874837,60.544548,-0.1472793,54.70471,0.2787436,60.509293,0.344485,97.68396,-0.43364733,139.03362
Calm,90.0053514739229,0.28285387,0.09298758,92.28515625,0.0633415882751613,0.000808193738803852,2137.46918265631,402547.980831096,2281.46847207823,108819.593762206,4680.43914708336,1515053.74883463,0.092673564652115,0.00367090293111543,-0.00000041179055,0.009501749,25.4098518486616,80.2689071890935,9,A,Major,-163.53802,2600.59,88.21265,538.02826,-0.95254946,329.18182,45.827503,229.57521,-10.42812,203.72481,17.82993,216.44325,-7.1728177,167.19243,11.701023,163.79704,-14.393096,97.71168,5.6414523,106.89388,-10.909401,130.96466,3.2700996,91.45828,-11.480412,129.77449,3.26715,102.0245,-10.468831,100.12084,2.8009071,104.053085,-6.327479,83.265305,5.6569047,96.43392,-6.040014,103.10623,-1.0922501,125.80862
Calm,90.0053514739229,0.26937044,0.09156776,103.359375,0.0943097364980549,0.00115520828326975,2274.09232402045,313207.994952646,2271.39818954028,99082.0050541354,4752.14799040213,1116982.7682771,0.104537023229946,0.00319319490312745,0.00000076674365,0.021289615,25.2817337927326,79.3199895537711,9,A,Major,-109.63234,1499.6805,84.357475,591.1786,-10.33951,358.4147,50.10514,237.2214,-12.371109,106.82591,15.0678215,169.47818,-3.4985209,106.47345,12.401013,72.00731,-9.399984,70.706825,7.395717,66.10775,-12.328504,66.39618,2.9168422,70.92597,-15.222762,117.26136,8.65136,80.19379,-10.491991,90.98736,2.425947,120.62354,-5.8940887,125.121666,5.337738,137.55128,-3.1729672,129.1153,3.918612,151.42075
Calm,90.0053514739229,0.27385476,0.08813998,129.19921875,0.0889907550176216,0.00159647183122361,1869.36977642496,156187.42492323,1984.32824632728,64427.3314511508,3828.32525576517,612413.299739262,0.0957771795202476,0.00163904334835084,0.000000033679893,0.016931122,24.9025992246762,77.5606895613149,11,B,minor,-118.69661,2869.547,108.96603,402.88092,-18.611555,253.62244,42.240925,342.825,-10.68455,182.62384,10.8737755,89.6585,-7.4276195,119.34448,8.066181,108.29684,-9.901164,167.67107,2.4347548,126.37613,-13.281706,133.42072,2.1316135,118.99567,-12.188812,109.58669,2.5076857,114.428825,-7.1236615,79.87738,-1.2303972,61.365112,-11.682106,58.994743,0.90886045,85.14109,-9.301807,93.62773,-1.8351002,107.69741
Calm,90.0053514739229,0.28836986,0.09442595,161.4990234375,0.0727624168972018,0.00158459565601973,1598.10246504339,208557.401699025,2069.90568383049,106445.284768673,3679.12298541479,1414381.96559908,0.0530025077782435,0.000533553838152129,0.00000037974326,0.011645479,24.7583292844908,88.941400236462,9,A,Major,-172.31032,2819.0808,111.301674,439.16876,8.551565,171.13194,46.02547,300.94363,-3.2069921,206.58514,11.136667,157.2155,-5.744126,140.61559,0.8475374,85.41995,-16.56668,62.397125,1.339067,104.42303,-16.663738,93.04783,-2.889067,73.1594,-14.407929,85.60632,-3.8617408,66.71471,-10.594175,55.697517,-4.4863634,47.818073,-7.829328,46.82165,-2.0939486,55.28534,-6.9952717,55.08161,-8.259231,60.13737
Calm,90.0053514739229,0.33067638,0.0932993,107.666015625,0.115816683457189,0.00261614115873566,2091.65775884497,603411.997988048,2402.28976815492,155793.035989921,4758.45188143821,2302820.4000787,0.0849526252579314,0.00400289757868854,0.00027283552,0.027599849,23.5096645483437,79.1090221515429,4,E,Major,-110.20523,4313.3267,86.535194,888.20734,11.0943,270.80414,49.035007,272.8488,10.638313,289.42773,26.167334,141.46213,-2.5832148,126.967415,11.948829,126.381615,-6.74398,123.05046,9.47997,173.198,-9.469362,130.019,5.962911,105.10204,-12.727318,111.02255,5.5626073,96.525314,-8.34093,75.51213,5.1059675,46.826534,-9.659424,53.129936,5.5318313,71.93544,-5.9465446,69.36111,1.438129,105.58558
Calm,90.0053514739229,0.35357738,0.08928941,95.703125,0.0364534775302046,0.000335460733305571,2894.87755738742,1143506.90036706,2562.97754863927,201586.72034568,5769.52657751241,2985735.87884785,0.143321566892894,0.00879553954474071,-0.00000065576984,0.0029865198,24.4992648869434,79.1334819759515,2,D,minor,-203.50629,3601.7566,60.94009,1438.0769,3.7462802,582.0317,48.9663,431.1998,3.6340861,279.01245,24.855911,168.86806,-2.1098466,170.13957,20.28942,96.34699,-13.04934,122.01563,11.042224,161.07538,-5.1978903,97.13588,6.7954564,77.51354,-13.499404,95.07035,2.0284512,67.224495,-7.7488623,81.0554,5.6725006,77.89598,-11.600444,56.867588,3.1746569,79.25733,-10.986641,97.759575,3.3258424,112.18647
Calm,90.0053514739229,0.311861,0.08810962,103.359375,0.0694166053191825,0.000891453926329806,1769.76071369626,280072.570420629,2253.82354074824,205335.807056844,4046.76202277655,2272886.97435774,0.0730119635833118,0.000902249212303956,0.000001997077,0.008798026,24.1461393090005,69.8229671410458,11,B,minor,-157.88905,3574.329,110.73765,437.64862,13.101338,359.63736,35.497322,225.98697,2.559696,105.12897,13.088797,236.26886,-0.95483357,112.30517,7.703949,152.74123,-7.546489,122.722595,5.6546035,76.09673,-19.646225,163.05684,2.481456,85.57787,-12.004947,86.42671,7.3111267,119.95715,-9.37147,122.59053,7.317988,124.12598,-7.064002,84.86014,4.237607,113.86852,-5.8254647,115.08557,4.2477875,96.210175
Calm,90.0053514739229,0.33522242,0.0962355,143.5546875,0.0664133575233585,0.0010508527786046,2430.41951219796,657380.969493144,2319.05564272833,162163.544227544,5019.57459960182,2319812.52277712,0.110444256593371,0.00491749175096054,0.0037046236,0.008192282,23.9955738164885,74.6824244720632,0,C,Major,-145.198,5365.359,75.786705,973.52234,-20.750847,400.3473,37.457523,375.93848,-1.1857727,255.491,16.731533,154.54948,-9.970363,174.83409,16.870949,111.483475,-5.4255743,214.71773,13.115976,148.9695,-7.7772694,159.88649,6.761601,153.02885,-7.427369,128.26097,4.5902753,84.20788,-9.777898,65.01795,4.3768406,76.08834,-9.303478,56.26668,1.8124741,72.952415,-5.337071,57.76147,-0.124027595,93.436264
Calm,90.0053514739229,0.29413545,0.09471809,117.453835227273,0.120756409689907,0.00379456520084055,1622.88428437608,251129.256901085,2209.26206792183,145730.25841026,3852.48554299595,2349705.44607821,0.0583520652647021,0.00108299515816927,-0.000039778675,0.028690191,23.421242629455,87.7895524387139,0,C,Major,-132.30377,3050.7537,113.98867,401.77283,18.16324,435.8162,36.91356,190.42859,-1.2096493,269.702,20.596361,92.9228,-7.4781914,130.16066,14.74714,105.75426,-11.74623,112.16219,5.88434,86.385574,-7.800584,106.23515,3.2457666,66.56344,-11.7891865,73.28792,3.4837456,69.73464,-10.12884,97.89957,2.9089925,55.940918,-9.209906,63.68494,-1.2098317,68.33142,-8.357869,75.94244,-0.1365373,77.06132
Calm,90.0053514739229,0.27042592,0.09024266,112.34714673913,0.0649797945330682,0.00150677990637906,1389.18352108248,325286.107254899,1953.13205730631,149800.132130138,2870.48650293397,1807293.15670309,0.0499904535159273,0.00137689255905662,-0.000037177535,0.010815287,25.8059207112993,72.0285128900196,7,G,Major,-213.36174,5674.8965,116.1468,668.8331,14.810539,234.57524,38.7139,300.30063,9.881223,177.3874,14.851083,106.90521,-5.571416,153.44125,12.629386,98.45791,-5.8635545,108.67767,-0.4300079,121.98465,-9.880533,93.81079,-1.5064559,142.58714,-12.268787,81.34584,5.14394,93.091385,-5.589154,93.331474,2.5347946,88.20905,-9.426693,86.82488,1.4233289,127.2511,-8.017851,82.93217,1.7182394,73.28815
Calm,90.0053514739229,0.38649312,0.08370164,143.5546875,0.0616116480932065,0.000434259795386878,4027.56624197013,258811.768149316,2166.40710133357,36037.0637123128,6370.22352122695,314841.202270597,0.305441269223949,0.00259298953805639,0.00000005968264,0.0054118778,25.8449715514075,87.0661305333882,4,E,minor,-117.41387,1148.4794,1.6544902,676.15594,-37.3112,255.6879,54.959393,309.3751,-30.685831,197.22253,31.115139,120.73249,-16.624569,80.695854,17.336105,93.34204,-16.527712,89.64115,15.381727,87.172646,-12.514621,119.09552,9.181485,112.45414,-10.879381,86.63179,11.082567,81.67586,-10.561829,116.76757,7.238708,74.485344,-8.843303,88.306145,4.9538636,120.641846,-7.2271547,117.29137,5.147019,157.63486
Calm,90.0053514739229,0.31408486,0.09256327,123.046875,0.0764389226095465,0.00167645844539947,1964.11975166248,648297.403137097,2488.71276623558,329708.112957207,4732.50873163246,4683654.30636912,0.072078347667333,0.0017850157751572,-0.0000025678503,0.009490597,24.8934611549053,75.854397725608,5,F,Major,-169.70067,6111.252,93.15191,636.05365,29.706934,602.801,44.752716,228.34726,9.789467,161.34888,23.284077,114.330345,-1.5619699,106.11489,6.318171,101.703896,-13.354939,99.26362,10.437889,110.32715,-11.7516165,91.63469,3.5809774,75.7093,-12.694112,64.94536,6.403572,65.270676,-12.256295,67.83587,0.37899202,77.804665,-10.375851,61.661087,4.068418,75.68726,-6.7379417,68.81144,5.5067887,71.184135
Calm,90.0053514739229,0.37814775,0.095353425,151.999080882353,0.0411105055415504,0.00125083283144367,1824.32824897541,1398598.36276264,2159.74645461174,327525.964152189,3865.14608891379,5207759.18890234,0.0809378123387929,0.0102841850942955,0.000019794228,0.0025407975,24.4228080263105,85.4231218809725,10,A#,Major,-267.68613,9956.553,105.1338,1713.6354,21.80495,867.71204,28.919771,417.60583,12.201779,280.9702,17.401817,205.3894,-7.987117,225.04285,19.718693,179.37646,-8.447741,162.89746,9.36892,133.13487,-7.300399,107.86035,3.7608275,113.002045,-8.77501,104.2801,3.3961997,103.53379,-3.9704986,82.63003,2.2779174,103.274376,-4.3431845,104.44864,4.866985,82.94076,-7.6205444,90.488976,-4.351363,107.44598
Calm,90.0053514739229,0.29971716,0.08593678,92.28515625,0.0971266306620628,0.00112508715179487,1884.13604125641,583409.415364316,2335.40537227403,202123.97610647,4416.93094768627,2845011.49282478,0.070350534804617,0.00272873110740588,-0.0000022143718,0.01876104,24.162761474832,74.3066809476985,2,D,Major,-139.70392,2640.9214,99.77408,744.5752,18.330029,345.61328,48.45682,134.0989,7.1941166,159.05174,21.952425,152.73692,-4.5231495,150.76587,20.779621,139.7445,-11.3633995,104.13606,11.4852085,118.38255,-3.4522405,100.00641,6.7338524,142.3015,-7.1470227,113.36033,7.5914946,101.33246,-7.007615,101.74186,9.042691,83.21437,-5.451794,93.26953,7.558371,104.5445,-4.334508,109.27073,3.1622648,121.691536
Calm,90.0053514739229,0.2338857,0.08929977,135.999177631579,0.0771061742517502,0.00167662792787088,1304.33325227914,331776.855357591,1721.15844258889,252967.337947814,2642.72997454943,2442973.15358758,0.0564364712970725,0.00136814021799186,-0.00001097309,0.017291611,29.3032844113631,92.1999011065376,2,D,Major,-220.54591,3080.8271,125.613525,837.3092,16.199644,503.08273,39.188538,577.16327,-2.6601288,155.32355,7.0652227,242.70123,-3.8639016,227.15651,-0.2708246,153.05368,-4.894381,140.27182,4.0725617,253.76663,-10.0891695,190.13983,5.3246045,137.04268,-8.695604,115.92069,-1.5909355,146.07129,-7.347452,188.7433,1.2347914,251.48926,-3.8100824,190.6183,0.33088517,151.01398,0.33723482,273.5547,2.9900787,252.47946
Calm,90.0053514739229,0.31267986,0.09318506,92.28515625,0.0446421672040473,0.000575751366687787,1335.46824700246,199405.42163362,1735.62118786104,110839.132828819,2953.58678282983,1237433.09948577,0.056740497847885,0.00138867702686471,-0.000007202836,0.004305064,25.3235103182306,107.731352472505,0,C,Major,-234.85782,4181.04,131.69054,678.8141,-5.442709,382.15427,50.741085,363.12933,-6.0409994,257.8484,24.042744,173.5073,-10.185495,129.49709,8.149912,114.529594,-16.9583,113.85264,-0.6880518,92.69077,-2.7699912,128.81206,-2.1277235,121.09497,-4.106973,100.57536,-1.7372664,99.53897,-3.8663955,73.09085,-3.6708634,72.225426,-7.984356,66.65429,-8.426892,72.01449,-1.628359,60.164043,-3.7587228,72.25215
Calm,90.0053514739229,0.33008903,0.08626065,172.265625,0.0686783070985863,0.000723966666896517,2160.84609798256,294397.629155967,2192.96772364276,123124.557012427,4483.541137286,1287863.5596128,0.103148752861426,0.0014344352839127,0.000007374472,0.009678488,25.2777530736654,86.1272886436911,8,G#,Major,-120.18094,5225.0566,97.34477,573.6393,-16.417015,306.71594,33.38356,330.4795,-17.504147,197.76382,9.525192,167.51372,-11.892975,123.994064,4.9938574,96.00409,-13.035496,115.582985,10.755937,107.9615,-17.184376,86.94625,5.5288253,82.45354,-15.418685,70.40792,2.9122217,60.54683,-11.964786,64.34219,1.7244058,67.87942,-10.267148,85.358894,6.8895407,83.51158,-9.414402,109.377655,0.25129,119.45152
Happy,88.3382766439909,0.29274714,0.09412604,107.666015625,0.132468332015571,0.000737194668053835,2444.50766383014,553483.002973993,2577.49589888878,159940.883100508,5613.85602311925,2323504.12784555,0.0968696102989488,0.00282763584756033,-0.00000030965754,0.036641005,23.8224718750355,87.7451359803392,7,G,Major,-73.03106,1926.5673,83.715164,623.69806,11.375107,325.63687,41.427883,257.68036,-9.733048,151.90593,18.314045,172.89893,-17.04994,150.31886,6.195919,94.19042,-19.304552,97.8589,12.298814,88.08849,-12.71785,80.77639,15.569565,67.92625,-9.037389,79.48594,9.0762005,77.36578,-11.853067,69.11277,4.035808,55.271187,-8.740832,51.658573,3.5058048,60.41548,-6.5273767,79.16851,7.105977,91.60935
Happy,90.0053514739229,0.35310367,0.08715063,143.5546875,0.0987615772237338,0.00257688004458493,1856.56311117637,428228.906607457,2279.91741970721,122975.716376464,4163.22571540697,2538631.05095697,0.0712540503288625,0.0020472187380973,0.00000563877,0.020910813,23.1136476559652,79.0634393923019,8,G#,Major,-119.82077,3808.4556,112.447876,661.5122,4.5360827,369.38928,20.973885,261.11252,0.31148314,228.03065,24.156473,110.92913,-10.177015,118.437965,16.13247,126.95452,-8.7212925,82.33563,8.685564,99.66388,-8.252385,107.21444,9.978504,55.82707,-11.561176,58.72959,1.2241074,95.69732,-8.238729,59.60368,4.458887,44.77083,-7.220176,71.343994,5.4167447,69.128746,-1.4550618,65.50109,5.6827097,73.04601
Happy,90.0053514739229,0.33739787,0.08573151,99.3840144230769,0.100184754150659,0.00152514046811903,2272.32918411455,481967.759605691,2450.45157564719,152825.289856742,5071.54976463761,2349992.79296978,0.100050553544945,0.00245641560794269,0.00017267103,0.016272211,21.0756911145161,78.4236668345341,0,C,Major,-77.388695,2553.3079,98.232605,701.7663,2.3496242,493.16284,28.013742,260.99155,-11.727904,106.198,11.862464,120.821304,-10.581035,98.1417,9.845085,61.36072,-13.534712,59.56085,7.833212,60.100376,-15.750334,60.048126,5.215026,42.921394,-12.170952,53.33424,5.496577,55.063023,-10.254302,47.926735,3.8002467,44.571457,-8.708993,48.048134,3.4969385,34.629185,-10.454363,40.1964,5.2664456,46.13057
Happy,88.3382766439909,0.28491384,0.09594137,99.3840144230769,0.113515061388854,0.00163452769156043,2102.34324255823,378188.471805677,1966.41716058704,183744.102817737,4162.88880918405,1713211.57949387,0.107964309912943,0.00237143971430468,-0.0000057725165,0.026707081,23.2028975996565,78.4747212033548,9,A,Major,-91.15513,2893.0964,102.23013,913.3483,-39.252316,531.5845,28.438892,262.5216,-20.320593,168.04684,15.811811,142.96005,-5.8390846,219.6201,2.9049482,123.88651,-15.646844,103.684715,7.6225886,108.96503,-12.60596,158.57858,0.15681753,126.51222,-14.579155,140.31422,12.256274,157.63257,-7.5777864,103.049355,4.116361,101.11675,-3.3818598,138.02678,0.40583596,127.86445,-6.14521,85.729454,-6.9850106,97.25679
Happy,90.0053514739229,0.34466434,0.085919656,123.046875,0.106988056293331,0.00120147149099901,1949.6153738491,290103.044552087,2228.63411937117,162396.707663151,4230.57459884616,2186964.00581213,0.0858278035933067,0.00101675440686876,0.00008576885,0.01632537,21.4254332476083,74.0039930722327,5,F,minor,-72.96808,2216.6182,115.70731,559.93054,-6.1973157,396.67056,23.628277,268.6808,-14.407789,127.1585,5.86442,118.51038,-12.354078,117.07067,8.505489,69.05965,-11.863107,58.956276,10.758175,60.399036,-11.237359,51.996227,6.208218,52.750637,-12.91507,63.15102,4.2515273,102.22501,-9.8126,64.816895,3.8427727,70.53424,-8.904253,49.8234,9.147142,84.3455,-9.652073,67.87891,3.0257952,65.30708
Happy,90.0053514739229,0.36942858,0.089464925,172.265625,0.09264924556895,0.00169508959175408,2458.98963434609,403452.745474628,2335.23263891997,122848.315090762,4924.89959819126,1534587.88825628,0.125690923636188,0.00325157270600782,0.0000026859145,0.012465532,23.8820622731297,83.4680757597111,5,F,Major,-94.42913,3795.9583,82.75258,714.3335,-17.927975,660.82855,39.266983,420.9508,-3.8187554,234.1564,8.980701,463.9204,-5.712628,161.73122,7.3294134,149.80646,-18.342348,157.11253,17.920666,211.89693,-12.761053,138.05414,8.360068,107.4204,-10.750725,94.20881,3.7622612,112.03068,-6.13633,79.92009,1.3763733,107.06793,-11.56675,87.299706,7.509231,64.484634,-10.496856,89.11911,1.8884416,112.39232
Happy,90.0053514739229,0.33798626,0.094035074,107.666015625,0.101167603777229,0.00140990155129194,1591.15855515513,183606.602295467,1915.61095206786,135388.884713156,3363.6951618721,1411002.20967156,0.0666413856960923,0.00073538030281676,-0.00000045597253,0.017116135,22.9401577689367,78.6562835228534,5,F,Major,-123.672646,5435.286,125.89435,547.892,-10.013892,828.38855,33.885036,494.58752,-7.1669626,330.7329,8.627291,186.95154,-4.692816,178.08679,3.7618604,140.33714,-16.709572,120.57711,2.6094723,108.39987,-14.728869,217.7533,7.9102287,92.355675,-8.708968,87.45606,-1.086625,98.57006,-7.456462,59.19889,1.9615519,57.575573,-13.250876,85.67815,6.2373524,57.0807,-6.920182,63.150406,-3.2787583,72.45986
